"","customerid","sex","age","post","trx1M","amt1M","mean1M","item1M","trx3M","amt3M","mean3M","item3M","trx6M","amt6M","mean6M","item6M","churn"
"3765",2698,"F","50技~54技","016",NA,NA,NA,NA,2,123500,61750,19,2,123500,61750,19,"1"
"3766",1852,"F","50技~54技","055",2,39530,19765,6,3,48330,16110,7,11,305521,27775,22,"0"
"3767",5381,"F","45技~49技","013",3,88688,29563,5,9,370108,41123,19,14,579968,41426,28,"0"
"3768",16537,"F","60技捞惑","055",NA,NA,NA,NA,NA,NA,NA,NA,1,16490,16490,4,"1"
"3769",4148,"F","45技~49技","055",1,32390,32390,2,8,256269,32034,31,9,305869,33985,33,"0"
"3770",5097,"M","45技~49技","052",5,251520,50304,4,18,1614130,89674,11,28,2478350,88512,18,"0"
"3771",1916,"F","50技~54技","082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3772",14968,"M","30技~34技","043",NA,NA,NA,NA,1,8000,8000,1,2,16970,8485,4,"1"
"3773",1358,"M","55技~59技","055",6,606591,101098,35,14,1004779,71770,48,20,1463789,73189,70,"0"
"3774",16796,"M","35技~39技","065",NA,NA,NA,NA,1,12800,12800,1,1,12800,12800,1,"0"
"3775",10530,"F","30技~34技","052",3,99130,33043,21,5,152680,30536,28,5,152680,30536,28,"0"
"3776",1825,"F","55技~59技","016",NA,NA,NA,NA,8,498430,62304,23,10,628380,62838,31,"0"
"3777",8984,"F","35技~39技","020",1,164520,164520,23,2,364960,182480,40,3,471460,157153,41,"0"
"3778",6400,"M","40技~44技","087",1,5000,5000,1,6,220336,36723,30,8,348636,43580,32,"0"
"3779",604,"F","60技捞惑","016",2,10046,5023,3,2,10046,5023,3,2,10046,5023,3,"1"
"3780",13906,"F","35技~39技","082",NA,NA,NA,NA,NA,NA,NA,NA,4,262390,65598,9,"1"
"3781",17240,"F","60技捞惑","060",NA,NA,NA,NA,2,57370,28685,8,5,101470,20294,11,"0"
"3782",7950,"M","35技~39技","016",5,182060,36412,5,5,182060,36412,5,13,654663,50359,49,"0"
"3783",3375,"F","50技~54技","060",NA,NA,NA,NA,1,15500,15500,1,3,49940,16647,5,"0"
"3784",7425,"F","40技~44技","055",9,654456,72717,23,12,1138806,94900,28,19,1637416,86180,49,"0"
"3785",9436,"F","30技~34技","036",NA,NA,NA,NA,4,188487,47122,30,10,645675,64568,72,"0"
"3786",3000,"M","50技~54技","060",NA,NA,NA,NA,NA,NA,NA,NA,2,63694,31847,6,"1"
"3787",12194,"F","50技~54技","049",1,5184,5184,1,2,10964,5482,2,7,106748,15250,21,"0"
"3788",2979,"F","50技~54技","049",NA,NA,NA,NA,2,83764,41882,19,2,83764,41882,19,"0"
"3789",10710,"F","45技~49技","085",NA,NA,NA,NA,NA,NA,NA,NA,1,19100,19100,4,"1"
"3790",17488,"F","45技~49技","027",NA,NA,NA,NA,NA,NA,NA,NA,1,19390,19390,4,"1"
"3791",3104,"F","50技~54技","016",1,66380,66380,10,2,103330,51665,17,2,103330,51665,17,"1"
"3792",13080,"M","30技~34技","027",NA,NA,NA,NA,1,15500,15500,2,3,41180,13727,6,"1"
"3793",9908,"F","25技~29技","085",1,1980,1980,1,4,32030,8008,4,8,53690,6711,10,"0"
"3794",10412,"F","60技捞惑","024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3795",16957,"M","30技~34技","036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3796",6804,"F","40技~44技","024",1,44500,44500,1,2,54900,27450,3,2,54900,27450,3,"0"
"3797",5780,"F","40技~44技","024",NA,NA,NA,NA,1,40090,40090,3,2,42590,21295,4,"0"
"3798",1717,"F","55技~59技","033",NA,NA,NA,NA,NA,NA,NA,NA,1,17300,17300,1,"1"
"3799",16816,"F","25技~29技","039",1,16600,16600,1,3,63600,21200,4,6,97340,16223,7,"0"
"3800",1074,"F","55技~59技","016",NA,NA,NA,NA,NA,NA,NA,NA,2,15590,7795,3,"1"
"3801",4629,"F","45技~49技","082",37,486362,13145,55,77,1413076,18352,86,94,1884636,20049,114,"0"
"3802",1051,"F","55技~59技","075",15,259104,17274,18,55,1143158,20785,50,113,2951161,26116,111,"0"
"3803",5488,"F","45技~49技","016",16,9842400,615150,1,27,13386180,495784,5,27,13386180,495784,5,"0"
"3804",801,"F","55技~59技","087",NA,NA,NA,NA,3,22580,7527,3,9,429051,47672,38,"0"
"3805",14838,"M","25技~29技","082",NA,NA,NA,NA,NA,NA,NA,NA,1,6100,6100,1,"0"
"3806",817,"M","55技~59技","069",NA,NA,NA,NA,NA,NA,NA,NA,1,26650,26650,7,"1"
"3807",18812,"M","35技~39技","036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3808",6506,"F","40技~44技","010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3809",15746,"F","50技~54技","036",NA,NA,NA,NA,NA,NA,NA,NA,1,9000,9000,2,"1"
"3810",10882,"F","40技~44技","010",NA,NA,NA,NA,1,14680,14680,3,3,45920,15307,10,"0"
"3811",3773,"M","45技~49技","060",NA,NA,NA,NA,NA,NA,NA,NA,2,32600,16300,2,"1"
"3812",775,"F","60技捞惑","033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3813",8911,"F","35技~39技","069",NA,NA,NA,NA,NA,NA,NA,NA,2,116080,58040,14,"1"
"3814",1290,"F","55技~59技","060",1,46120,46120,8,2,70140,35070,12,2,70140,35070,12,"1"
"3815",18291,"F","30技~34技","013",38,735330,19351,52,69,1378126,19973,95,69,1378126,19973,95,"0"
"3816",11884,"F","25技~29技","010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3817",14311,"F","30技~34技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3818",6177,"F","40技~44技","055",1,25800,25800,1,3,40800,13600,3,5,52790,10558,7,"0"
"3819",378,"F","60技捞惑","016",1,95242,95242,11,4,290162,72540,26,12,860112,71676,78,"0"
"3820",14826,"F","30技~34技","052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3821",16539,"F","45技~49技","016",NA,NA,NA,NA,4,65308,16327,14,6,112408,18735,19,"1"
"3822",3310,"F","50技~54技","016",NA,NA,NA,NA,NA,NA,NA,NA,1,9540,9540,4,"0"
"3823",12462,"F","35技~39技","055",NA,NA,NA,NA,1,3040,3040,1,2,18940,9470,2,"1"
"3824",15288,"F","50技~54技","047",NA,NA,NA,NA,NA,NA,NA,NA,1,10360,10360,1,"1"
"3825",11060,"F","30技~34技","024",1,181530,181530,26,3,208690,69563,30,3,208690,69563,30,"0"
"3826",15185,"F","35技~39技","016",1,111700,111700,10,3,262898,87633,31,3,262898,87633,31,"0"
"3827",5035,"F","45技~49技","016",NA,NA,NA,NA,5,262765,52553,22,16,1563715,97732,74,"0"
"3828",18779,"M","60技捞惑","055",NA,NA,NA,NA,9,388248,43139,17,18,1119519,62196,43,"0"
"3829",2186,"F","50技~54技","055",1,16110,16110,4,4,171530,42882,8,10,314520,31452,18,"0"
"3830",9236,"F","35技~39技","079",1,74470,74470,10,1,74470,74470,10,1,74470,74470,10,"1"
"3831",7100,"F","40技~44技","055",NA,NA,NA,NA,7,1064600,152086,4,10,1409100,140910,6,"0"
"3832",1297,"F","55技~59技","010",NA,NA,NA,NA,NA,NA,NA,NA,1,17000,17000,3,"0"
"3833",2482,"F","50技~54技","010",NA,NA,NA,NA,2,7720,3860,2,2,7720,3860,2,"0"
"3834",16883,"F","40技~44技","033",NA,NA,NA,NA,NA,NA,NA,NA,1,2600,2600,2,"1"
"3835",15945,"M","35技~39技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3836",8668,"F","35技~39技","027",4,135200,33800,18,5,199496,39899,26,5,199496,39899,26,"1"
"3837",1222,"F","55技~59技","055",1,31500,31500,1,1,31500,31500,1,6,257870,42978,18,"0"
"3838",630,"F","60技捞惑","055",3,32660,10887,4,3,32660,10887,4,3,32660,10887,4,"0"
"3839",6061,"F","40技~44技","055",1,44600,44600,7,1,44600,44600,7,4,137430,34358,17,"0"
"3840",3484,"F","50技~54技","024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3841",5182,"F","45技~49技","055",NA,NA,NA,NA,4,129220,32305,3,7,261670,37381,4,"0"
"3842",5388,"F","45技~49技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3843",1073,"F","55技~59技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3844",17810,"M","45技~49技","055",NA,NA,NA,NA,1,2000,2000,1,3,90140,30047,8,"0"
"3845",8123,"F","35技~39技","013",NA,NA,NA,NA,4,248690,62172,15,10,380250,38025,27,"0"
"3846",947,"F","55技~59技","016",NA,NA,NA,NA,2,93467,46734,8,8,262827,32853,25,"0"
"3847",30,"F","60技捞惑","043",NA,NA,NA,NA,NA,NA,NA,NA,1,59000,59000,3,"1"
"3848",14444,"F","50技~54技","055",2,105790,52895,11,2,105790,52895,11,5,165470,33094,14,"1"
"3849",16339,"F","45技~49技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3850",3441,"F","50技~54技","039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3851",4026,"F","45技~49技","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3852",11229,"F","60技捞惑","055",1,11900,11900,1,3,109450,36483,9,5,165840,33168,18,"0"
"3853",7188,"F","40技~44技","030",8,353748,44218,21,20,695838,34792,55,23,755308,32839,62,"0"
"3854",5572,"F","45技~49技","079",NA,NA,NA,NA,NA,NA,NA,NA,1,28560,28560,9,"1"
"3855",10726,"F","50技~54技","065",NA,NA,NA,NA,1,39900,39900,1,1,39900,39900,1,"1"
"3856",644,"F","60技捞惑","060",NA,NA,NA,NA,NA,NA,NA,NA,1,60920,60920,8,"0"
"3857",10570,"F","45技~49技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3858",2708,"M","50技~54技","013",6,583010,97168,33,13,913400,70262,50,23,1460034,63480,74,"0"
"3859",647,"F","60技捞惑","060",2,53110,26555,8,3,78890,26297,19,3,78890,26297,19,"1"
"3860",3098,"F","50技~54技","060",1,179992,179992,15,2,288392,144196,28,6,560632,93439,57,"0"
"3861",1224,"M","55技~59技","055",3,111360,37120,3,4,122660,30665,5,7,181880,25983,10,"0"
"3862",7170,"M","40技~44技","027",1,14800,14800,1,4,31950,7988,5,5,41510,8302,7,"1"
"3863",3272,"F","50技~54技","055",2,23310,11655,7,9,179650,19961,16,9,179650,19961,16,"0"
"3864",7162,"F","40技~44技","024",1,51980,51980,11,4,118220,29555,22,4,118220,29555,22,"0"
"3865",12046,"F","60技捞惑","087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3866",18786,"F","45技~49技","024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3867",6312,"M","40技~44技","016",NA,NA,NA,NA,2,58186,29093,8,7,198291,28327,32,"0"
"3868",16928,"M","40技~44技","013",NA,NA,NA,NA,4,38300,9575,2,5,139800,27960,4,"1"
"3869",3298,"F","50技~54技","060",NA,NA,NA,NA,2,13900,6950,1,5,39400,7880,1,"1"
"3870",13695,"M","30技~34技","010",1,24000,24000,1,1,24000,24000,1,1,24000,24000,1,"1"
"3871",7819,"F","40技~44技","016",NA,NA,NA,NA,NA,NA,NA,NA,2,17450,8725,2,"1"
"3872",16885,"F","55技~59技","060",NA,NA,NA,NA,1,79790,79790,12,1,79790,79790,12,"1"
"3873",9853,"F","25技~29技","052",1,99840,99840,14,1,99840,99840,14,4,118090,29522,20,"0"
"3874",2496,"F","50技~54技","055",NA,NA,NA,NA,NA,NA,NA,NA,1,31100,31100,1,"0"
"3875",15613,"F","45技~49技","049",1,23890,23890,5,1,23890,23890,5,2,92190,46095,22,"0"
"3876",11440,"F","55技~59技","027",NA,NA,NA,NA,NA,NA,NA,NA,1,157670,157670,24,"1"
"3877",13054,"F","30技~34技","087",NA,NA,NA,NA,2,68500,34250,3,2,68500,34250,3,"1"
"3878",18565,"M","35技~39技","055",1,10560,10560,3,2,58368,29184,7,4,110788,27697,15,"0"
"3879",3021,"F","50技~54技","010",NA,NA,NA,NA,NA,NA,NA,NA,1,2220,2220,2,"0"
"3880",1519,"F","55技~59技","049",NA,NA,NA,NA,NA,NA,NA,NA,3,263600,87867,4,"1"
"3881",1146,"F","55技~59技","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3882",11903,"F","60技捞惑","065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3883",7160,"M","40技~44技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3884",280,"M","60技捞惑","016",NA,NA,NA,NA,1,10000,10000,1,1,10000,10000,1,"0"
"3885",598,"F","60技捞惑","016",NA,NA,NA,NA,1,20000,20000,1,1,20000,20000,1,"1"
"3886",19277,"F","25技~29技","060",3,22400,7467,3,10,86850,8685,6,10,86850,8685,6,"0"
"3887",10750,"F","40技~44技","027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3888",9768,"F","30技~34技","010",NA,NA,NA,NA,2,61400,30700,6,3,63400,21133,7,"1"
"3889",8203,"F","35技~39技","055",2,120840,60420,3,4,164351,41088,8,8,438201,54775,15,"0"
"3890",18475,"F","45技~49技","055",NA,NA,NA,NA,3,100876,33625,4,26,947226,36432,15,"0"
"3891",2999,"F","50技~54技","055",NA,NA,NA,NA,NA,NA,NA,NA,1,29900,29900,1,"1"
"3892",1085,"F","55技~59技","055",2,259083,129542,10,11,1049893,95445,36,12,1119593,93299,37,"0"
"3893",7051,"F","40技~44技","024",3,266107,88702,41,3,266107,88702,41,5,467060,93412,67,"0"
"3894",1744,"F","55技~59技","060",NA,NA,NA,NA,5,70100,14020,2,5,70100,14020,2,"1"
"3895",12709,"F","25技~29技","047",NA,NA,NA,NA,NA,NA,NA,NA,3,72800,24267,3,"0"
"3896",6053,"F","40技~44技","072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3897",1191,"F","55技~59技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3898",8327,"F","35技~39技","045",NA,NA,NA,NA,NA,NA,NA,NA,1,404500,404500,2,"1"
"3899",15087,"F","40技~44技","013",2,84822,42411,8,4,295249,73812,24,7,362399,51771,31,"0"
"3900",3291,"M","50技~54技","060",NA,NA,NA,NA,4,84568,21142,16,4,84568,21142,16,"0"
"3901",7378,"F","40技~44技","016",2,47710,23855,15,3,49260,16420,16,6,103357,17226,24,"0"
"3902",12176,"F","50技~54技","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3903",7764,"F","40技~44技","016",NA,NA,NA,NA,NA,NA,NA,NA,2,19700,9850,2,"0"
"3904",18131,"F","35技~39技","072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3905",4807,"F","45技~49技","036",NA,NA,NA,NA,1,13500,13500,1,3,60612,20204,6,"0"
"3906",17364,"F","45技~49技","013",NA,NA,NA,NA,1,33925,33925,3,2,74505,37252,8,"0"
"3907",6109,"F","40技~44技","016",NA,NA,NA,NA,1,80930,80930,15,1,80930,80930,15,"0"
"3908",12679,"M","55技~59技","060",NA,NA,NA,NA,NA,NA,NA,NA,5,404050,80810,28,"0"
"3909",9895,"F","25技~29技","039",NA,NA,NA,NA,1,48744,48744,16,1,48744,48744,16,"1"
"3910",2947,"F","50技~54技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3911",1207,"F","55技~59技","016",NA,NA,NA,NA,NA,NA,NA,NA,4,94128,23532,12,"1"
"3912",12023,"F","30技~34技","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3913",11721,"F","30技~34技","075",1,40650,40650,8,2,50530,25265,10,3,68530,22843,11,"0"
"3914",6040,"F","40技~44技","036",NA,NA,NA,NA,NA,NA,NA,NA,2,71300,35650,4,"0"
"3915",18407,"F","55技~59技","055",3,211900,70633,4,8,357920,44740,20,13,519263,39943,44,"0"
"3916",19376,"M","20技~24技","024",17,227787,13399,37,23,273297,11882,43,23,273297,11882,43,"0"
"3917",9916,"F","50技~54技","016",1,72190,72190,5,1,72190,72190,5,1,72190,72190,5,"0"
"3918",3616,"F","45技~49技","065",NA,NA,NA,NA,1,64050,64050,10,2,146590,73295,22,"0"
"3919",5549,"F","45技~49技","016",1,75082,75082,8,3,100982,33661,10,3,100982,33661,10,"0"
"3920",6814,"F","40技~44技","016",3,277160,92387,9,3,277160,92387,9,5,502792,100558,28,"0"
"3921",3797,"F","45技~49技","069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3922",11302,"M","40技~44技","069",NA,NA,NA,NA,3,114830,38277,9,4,146330,36582,10,"1"
"3923",3965,"F","45技~49技","020",NA,NA,NA,NA,NA,NA,NA,NA,1,33900,33900,3,"0"
"3924",10968,"F","35技~39技","016",NA,NA,NA,NA,2,38200,19100,9,5,146130,29226,16,"1"
"3925",1943,"F","50技~54技","016",6,336362,56060,37,12,779202,64934,63,19,1133227,59644,86,"0"
"3926",13191,"F","50技~54技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3927",11521,"F","50技~54技","043",NA,NA,NA,NA,NA,NA,NA,NA,3,24970,8323,3,"1"
"3928",502,"F","60技捞惑","060",NA,NA,NA,NA,NA,NA,NA,NA,1,35000,35000,1,"1"
"3929",5511,"F","45技~49技","060",NA,NA,NA,NA,NA,NA,NA,NA,1,9900,9900,1,"1"
"3930",1771,"F","55技~59技","055",3,200400,66800,11,3,200400,66800,11,10,521320,52132,19,"0"
"3931",9240,"F","35技~39技","055",NA,NA,NA,NA,2,63320,31660,2,14,375650,26832,22,"0"
"3932",7795,"F","40技~44技","030",NA,NA,NA,NA,4,215880,53970,10,5,286480,57296,13,"0"
"3933",9000,"F","35技~39技","060",2,69000,34500,3,7,167270,23896,10,10,362950,36295,14,"0"
"3934",8499,"F","35技~39技","055",1,205631,205631,28,1,205631,205631,28,2,256561,128280,44,"0"
"3935",14443,"F","25技~29技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3936",5853,"M","40技~44技","020",NA,NA,NA,NA,1,4900,4900,1,3,41450,13817,7,"1"
"3937",16764,"F","35技~39技","036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3938",12406,"M","50技~54技","027",1,110510,110510,11,2,383670,191835,44,5,688256,137651,69,"0"
"3939",3386,"F","50技~54技","027",NA,NA,NA,NA,2,35375,17688,3,2,35375,17688,3,"0"
"3940",5793,"F","40技~44技","016",NA,NA,NA,NA,2,193158,96579,16,2,193158,96579,16,"1"
"3941",7137,"F","40技~44技","013",1,594800,594800,4,3,701720,233907,11,7,1052641,150377,30,"1"
"3942",4843,"F","45技~49技","049",NA,NA,NA,NA,1,107410,107410,10,4,442485,110621,39,"0"
"3943",11313,"F","30技~34技","016",5,83340,16668,4,6,88300,14717,6,8,149100,18638,8,"0"
"3944",4939,"M","45技~49技","016",NA,NA,NA,NA,1,34574,34574,9,3,141994,47331,25,"0"
"3945",15661,"M","40技~44技","045",NA,NA,NA,NA,NA,NA,NA,NA,1,31100,31100,2,"0"
"3946",16859,"F","55技~59技","043",NA,NA,NA,NA,NA,NA,NA,NA,3,134670,44890,18,"0"
"3947",6681,"F","40技~44技","010",NA,NA,NA,NA,1,14350,14350,3,3,92990,30997,17,"0"
"3948",15125,"M","45技~49技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3949",1633,"F","55技~59技","016",NA,NA,NA,NA,1,1960,1960,1,4,79573,19893,26,"1"
"3950",1016,"F","55技~59技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3951",19371,"F","50技~54技","052",2,106240,53120,15,4,150970,37742,20,5,166710,33342,22,"0"
"3952",16955,"F","40技~44技","055",NA,NA,NA,NA,NA,NA,NA,NA,1,8940,8940,1,"1"
"3953",2284,"F","50技~54技","020",1,73270,73270,2,5,372940,74588,4,9,672890,74766,6,"0"
"3954",10959,"F","30技~34技","036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3955",6254,"M","40技~44技","060",NA,NA,NA,NA,3,239790,79930,6,3,239790,79930,6,"1"
"3956",18129,"F","40技~44技","039",NA,NA,NA,NA,4,53900,13475,2,5,59900,11980,3,"0"
"3957",15541,"F","30技~34技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3958",18337,"F","35技~39技","055",NA,NA,NA,NA,NA,NA,NA,NA,3,13010,4337,2,"1"
"3959",12964,"F","50技~54技","060",NA,NA,NA,NA,1,62200,62200,1,2,77900,38950,2,"1"
"3960",424,"M","60技捞惑","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3961",7534,"F","40技~44技","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3962",7492,"F","40技~44技","055",NA,NA,NA,NA,NA,NA,NA,NA,2,44972,22486,5,"0"
"3963",12407,"F","40技~44技","060",5,126110,25222,13,6,157510,26252,14,10,278310,27831,18,"0"
"3964",14950,"F","45技~49技","060",NA,NA,NA,NA,NA,NA,NA,NA,1,4200,4200,1,"1"
"3965",8897,"F","35技~39技","055",2,150675,75338,15,2,150675,75338,15,3,155475,51825,16,"1"
"3966",13541,"F","60技捞惑","027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3967",3992,"F","45技~49技","016",1,80018,80018,12,5,211460,42292,29,8,305840,38230,41,"0"
"3968",3430,"M","50技~54技","030",NA,NA,NA,NA,2,74470,37235,9,2,74470,37235,9,"0"
"3969",3215,"F","50技~54技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3970",5770,"F","40技~44技","060",NA,NA,NA,NA,NA,NA,NA,NA,2,35700,17850,5,"1"
"3971",15071,"F","50技~54技","069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3972",1658,"F","55技~59技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3973",12951,"F","35技~39技","010",NA,NA,NA,NA,NA,NA,NA,NA,1,24550,24550,2,"1"
"3974",2412,"F","50技~54技","016",NA,NA,NA,NA,7,531792,75970,42,17,1142928,67231,70,"0"
"3975",1770,"F","55技~59技","030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3976",7765,"F","40技~44技","013",5,346200,69240,18,12,1007260,83938,48,15,1152030,76802,56,"0"
"3977",17374,"F","50技~54技","075",NA,NA,NA,NA,2,28340,14170,3,2,28340,14170,3,"1"
"3978",897,"F","55技~59技","072",1,34500,34500,1,3,302900,100967,11,7,569100,81300,16,"0"
"3979",6194,"M","40技~44技","087",NA,NA,NA,NA,1,5000,5000,1,1,5000,5000,1,"1"
"3980",4761,"F","45技~49技","027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3981",11760,"F","50技~54技","047",NA,NA,NA,NA,2,68560,34280,11,5,173760,34752,19,"0"
"3982",5627,"F","45技~49技","024",NA,NA,NA,NA,1,28280,28280,3,1,28280,28280,3,"1"
"3983",191,"F","60技捞惑","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3984",3855,"F","45技~49技","027",NA,NA,NA,NA,NA,NA,NA,NA,3,726200,242067,2,"1"
"3985",3175,"M","50技~54技","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3986",8130,"F","35技~39技","016",1,170094,170094,17,3,400704,133568,32,8,756664,94583,52,"0"
"3987",690,"F","60技捞惑","013",NA,NA,NA,NA,5,274819,54964,22,16,809592,50600,43,"0"
"3988",11437,"F","45技~49技","055",6,112252,18709,14,10,196652,19665,18,12,263502,21958,26,"0"
"3989",13100,"F","45技~49技","027",NA,NA,NA,NA,2,101350,50675,4,2,101350,50675,4,"1"
"3990",1620,"M","55技~59技","016",NA,NA,NA,NA,6,469548,78258,28,6,469548,78258,28,"0"
"3991",1546,"F","55技~59技","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3992",10095,"M","35技~39技","024",NA,NA,NA,NA,2,58000,29000,2,3,94000,31333,6,"1"
"3993",2841,"M","50技~54技","024",NA,NA,NA,NA,1,46860,46860,5,5,158490,31698,23,"0"
"3994",18286,"F","40技~44技","085",NA,NA,NA,NA,NA,NA,NA,NA,4,107770,26942,8,"1"
"3995",16485,"M","60技捞惑","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3996",2010,"F","50技~54技","016",NA,NA,NA,NA,NA,NA,NA,NA,1,7700,7700,2,"1"
"3997",1605,"F","55技~59技","016",2,165600,82800,16,6,368439,61406,32,10,685389,68539,47,"0"
"3998",3053,"F","50技~54技","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"3999",4779,"F","45技~49技","060",2,100700,50350,3,2,100700,50350,3,2,100700,50350,3,"0"
"4000",5032,"F","45技~49技","027",NA,NA,NA,NA,NA,NA,NA,NA,1,125416,125416,17,"1"
"4001",4911,"F","45技~49技","082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"4002",2633,"F","50技~54技","055",1,17250,17250,3,8,271140,33892,16,8,271140,33892,16,"0"
"4003",11897,"F","40技~44技","016",1,141060,141060,10,1,141060,141060,10,1,141060,141060,10,"0"
"4004",6580,"M","40技~44技","013",3,90950,30317,5,4,102950,25738,6,8,271630,33954,9,"1"
"4005",11223,"F","45技~49技","020",1,88140,88140,8,1,88140,88140,8,1,88140,88140,8,"0"
"4006",19247,"F","55技~59技","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"4007",5815,"F","40技~44技","027",NA,NA,NA,NA,2,34240,17120,11,3,42210,14070,14,"1"
"4008",12227,"F","50技~54技","049",NA,NA,NA,NA,1,157000,157000,1,1,157000,157000,1,"0"
"4009",2581,"M","50技~54技","047",3,520770,173590,7,3,520770,173590,7,3,520770,173590,7,"0"
"4010",16129,"F","25技~29技","069",NA,NA,NA,NA,1,246910,246910,19,1,246910,246910,19,"0"
"4011",15186,"F","45技~49技","013",1,24880,24880,7,5,69760,13952,13,7,74760,10680,15,"0"
"4012",18544,"F","45技~49技","024",1,56590,56590,12,6,135200,22533,23,10,220100,22010,29,"0"
"4013",5588,"F","45技~49技","052",NA,NA,NA,NA,NA,NA,NA,NA,1,5150,5150,4,"1"
"4014",6457,"F","40技~44技","055",5,124280,24856,13,9,334010,37112,33,11,402510,36592,36,"0"
"4015",2178,"F","50技~54技","043",2,82200,41100,8,4,137060,34265,19,4,137060,34265,19,"0"
"4016",4255,"F","45技~49技","043",NA,NA,NA,NA,1,38050,38050,8,3,149100,49700,21,"1"
"4017",14535,"M","40技~44技","024",2,34800,17400,3,10,353160,35316,46,14,484478,34606,55,"0"
"4018",7214,"F","40技~44技","075",1,76390,76390,2,1,76390,76390,2,1,76390,76390,2,"0"
